"Code","Display","Codesystem","Category"
"387176008","Enflurane ","http://snomed.info/sct","medication"
"387218008","Etomidate ","http://snomed.info/sct","medication"
"387239001","Methylrosanilinium chloride ","http://snomed.info/sct","environment"
"387258005","Chlorpromazine ","http://snomed.info/sct","medication"
"387264003","Diazepam ","http://snomed.info/sct","medication"
"387286002","Methadone ","http://snomed.info/sct","medication"
"387293003","Dithranol ","http://snomed.info/sct","medication"
"387341002","Diamorphine ","http://snomed.info/sct","medication"
"387358007","Ephedrine ","http://snomed.info/sct","medication"
"387362001","Epinephrine ","http://snomed.info/sct","medication"
"387368002","Isoflurane ","http://snomed.info/sct","medication"
"387398009","Podophyllum resin ","http://snomed.info/sct","medication"
"387423006","Propofol ","http://snomed.info/sct","medication"
"387448009","Thiopental sodium ","http://snomed.info/sct","medication"
"387461009","Digoxin ","http://snomed.info/sct","medication"
"387480006","Lidocaine ","http://snomed.info/sct","medication"
"387521006","Digitalis ","http://snomed.info/sct","medication"
"387560008","Alfentanil ","http://snomed.info/sct","medication"
"391737006","Almond oil ","http://snomed.info/sct","food"
"392658005","Product containing dofetilide ","http://snomed.info/sct","medication"
"395236007","Product containing fondaparinux ","http://snomed.info/sct","medication"
"395787009","Iobenguane (123-I) ","http://snomed.info/sct","medication"
"395789007","Iobenguane (131-I) ","http://snomed.info/sct","medication"
"395889004","Streptokinase ","http://snomed.info/sct","biologic"
"396017000","Dexamethasone sodium phosphate ","http://snomed.info/sct","medication"
"398705004","Cannabis ","http://snomed.info/sct","environment"
"400610005","Product containing bivalirudin ","http://snomed.info/sct","medication"
"406452004","Ferric hexacyanoferrate-II ","http://snomed.info/sct","environment"
"406774009","Fish derived omega 3 fatty acid ","http://snomed.info/sct","food"
"406974003","Peroxidase stain ","http://snomed.info/sct","environment"
"407060002","Pro-brain natriuretic peptide ","http://snomed.info/sct","biologic"
"407734006","Product containing tadalafil ","http://snomed.info/sct","medication"
"409290009","Echocardiographic contrast media ","http://snomed.info/sct","medication"
"409291008","Product containing perflutren ","http://snomed.info/sct","medication"
"409477004","Product containing gadoversetamide ","http://snomed.info/sct","medication"
"409484007","Product containing ioxilan ","http://snomed.info/sct","medication"
"409568008","Pentavalent botulinum toxoid vaccine ","http://snomed.info/sct","biologic"
"410652009","Blood product ","http://snomed.info/sct","biologic"
"410937004","Oxytocic agent ","http://snomed.info/sct","medication"
"411191007","Drug eluting stent ","http://snomed.info/sct","environment"
"412061001","Blueberries ","http://snomed.info/sct","food"
"412068007","Rye ","http://snomed.info/sct","food"
"412070003","Vanilla ","http://snomed.info/sct","food"
"412071004","Wheat ","http://snomed.info/sct","food"
"412126005","Product containing human chorionic gonadotropin ","http://snomed.info/sct","biologic"
"412145001","Hair dye ","http://snomed.info/sct","environment"
"412153009","Rabbit dander ","http://snomed.info/sct","environment"
"412156001","Silk ","http://snomed.info/sct","environment"
"412161004","Wool ","http://snomed.info/sct","environment"
"412228003","Ioxaglate meglumine ","http://snomed.info/sct","medication"
"412248005","Methylprednisolone sodium succinate ","http://snomed.info/sct","medication"
"412357001","Corn ","http://snomed.info/sct","food"
"414010005","Substance with direct thrombin inhibitor mechanism of action ","http://snomed.info/sct","medication"
"414428000","Product containing hydromorphone ","http://snomed.info/sct","medication"
"415151000","Product containing potassium channel blocker ","http://snomed.info/sct","medication"
"415704007","Technetium (99m-Tc) depreotide ","http://snomed.info/sct","medication"
"417324009","Vascular endothelial growth factor ","http://snomed.info/sct","biologic"
"417696007","Medical air ","http://snomed.info/sct","medication"
"418268006","Product containing antigen of live attenuated Mycobacterium bovis ","http://snomed.info/sct","biologic"
"418326009","Human fibrinogen ","http://snomed.info/sct","biologic"
"418504009","Oat ","http://snomed.info/sct","food"
"418760000","Respiratory stimulant ","http://snomed.info/sct","medication"
"419420009","Watermelon ","http://snomed.info/sct","food"
"419442005","Ethanol ","http://snomed.info/sct","environment"
"419604006","Weed pollen ","http://snomed.info/sct","environment"
"420303002","Interferon gamma ","http://snomed.info/sct","biologic"
"421148003","Substance with acetylcholine receptor agonist mechanism of action ","http://snomed.info/sct","medication"
"421776000","Product containing perhexiline ","http://snomed.info/sct","medication"
"421921003","Cannabinoid ","http://snomed.info/sct","medication"
"422540000","Product containing oxygen (15-O) butanol ","http://snomed.info/sct","medication"
"422598008","Product containing fluoromisonidazole (18-F) ","http://snomed.info/sct","medication"
"422763008","Product containing fluoromethane (18-F) ","http://snomed.info/sct","medication"
"422789008","Product containing copper (62-Cu) pyruvaldehyde-bis N-(4)-methyl-thiosemicarbazone ","http://snomed.info/sct","medication"
"422855001","Product containing copper (64-Cu) diacetyl-bis N-(4)-methylthiosemicarbazone ","http://snomed.info/sct","medication"
"422975006","Product containing flumazenil (18-F) ","http://snomed.info/sct","medication"
"422980002","Product containing sodium iodide (124-I) ","http://snomed.info/sct","medication"
"423249007","Iodine (124-I) labeled monoclonal antibody ","http://snomed.info/sct","biologic"
"423498000","Product containing gallium (68-Ga) ethylenediamine tetra-acetate ","http://snomed.info/sct","medication"
"423543007","Product containing carbon (11-C) flumazenil ","http://snomed.info/sct","medication"
"423546004","Product containing fluorobenzothiazole (18-F) ","http://snomed.info/sct","medication"
"424118002","Technetium (99m-Tc) tetrofosmin ","http://snomed.info/sct","medication"
"424299003","Technetium (99m-Tc) sestamibi ","http://snomed.info/sct","medication"
"424318009","Technetium (99m-Tc) teboroxime ","http://snomed.info/sct","medication"
"424570009","Product containing indium (111-In) oxine ","http://snomed.info/sct","medication"
"424708001","Product containing fluorethyltyrosine (18-F) ","http://snomed.info/sct","medication"
"424789007","Product containing carbon (11-C) mespiperone ","http://snomed.info/sct","medication"
"425236000","Product containing fluorouracil (18-F) ","http://snomed.info/sct","medication"
"426722004","Iodinated contrast media ","http://snomed.info/sct","medication"
"427811002","Polymethyl methacrylate ","http://snomed.info/sct","environment"
"428601009","Paratyphoid vaccine ","http://snomed.info/sct","biologic"
"431510009","Formalin ","http://snomed.info/sct","environment"
"432062000","Product containing adenosine A2 receptor agonist ","http://snomed.info/sct","medication"
"434162003","Neutral buffered formalin ","http://snomed.info/sct","environment"
"439624003","Product containing clevidipine ","http://snomed.info/sct","medication"
"443310000","Product containing dronedarone ","http://snomed.info/sct","medication"
"443312008","Product containing prasugrel ","http://snomed.info/sct","medication"
"446534003","Technetium (99m-Tc) galactosyl human serum albumin diethylenetriamine pentaacetic acid ","http://snomed.info/sct","medication"
"446536001","Technetium (99m-Tc) tiatide ","http://snomed.info/sct","medication"
"447125008","Technetium (99m-Tc) labeled carbon ","http://snomed.info/sct","medication"
"447126009","Technetium (99m-Tc) N-pyridoxyl-5-methyltryptophan ","http://snomed.info/sct","medication"
"447128005","Technetium (99m-Tc) stannous colloid ","http://snomed.info/sct","medication"
"447134003","Iodofiltic acid (123-I) ","http://snomed.info/sct","medication"
"703842006","Amfetamine ","http://snomed.info/sct","medication"
"710179004","Lupine seed ","http://snomed.info/sct","food"
"710183004","Rabbit - meat ","http://snomed.info/sct","food"
"710943006","Cockroach protein ","http://snomed.info/sct","environment"
"726759005","Cuttlefish ","http://snomed.info/sct","food"
"726764009","Broad bean ","http://snomed.info/sct","food"
"734881000","Tomato ","http://snomed.info/sct","food"
"735006003","Squid ","http://snomed.info/sct","food"
"735029006","Shellfish ","http://snomed.info/sct","food"
"735030001","Garlic ","http://snomed.info/sct","food"
"735045008","Mushroom ","http://snomed.info/sct","food"
"735046009","Nutmeg ","http://snomed.info/sct","food"
"735047000","Onion ","http://snomed.info/sct","food"
"735049002","Peach ","http://snomed.info/sct","food"
"735053000","Potato ","http://snomed.info/sct","food"
"735211005","Coconut ","http://snomed.info/sct","food"
"735215001","Apple ","http://snomed.info/sct","food"
"735245003","Cod ","http://snomed.info/sct","food"
"735248001","Cherry ","http://snomed.info/sct","food"
"735341005","Fish oil ","http://snomed.info/sct","food"
"735971005","Fish ","http://snomed.info/sct","food"
"735977009","Marine crustacean ","http://snomed.info/sct","food"
"735979007","Octopus ","http://snomed.info/sct","food"
"736031006","Oyster ","http://snomed.info/sct","food"
"736159005","Crab ","http://snomed.info/sct","food"
"736162008","Lobster ","http://snomed.info/sct","food"
"762952008","Peanut ","http://snomed.info/sct","food"
"764166003","Carbol-fuchsin ","http://snomed.info/sct","environment"
"764170006","Fibrinolysin ","http://snomed.info/sct","biologic"
"764821009","Technetium (99m-Tc) pyrophosphate ","http://snomed.info/sct","medication"
"767235005","Gadolinium compound ","http://snomed.info/sct","medication"
"767406000","Sulfite and sulfite derivative ","http://snomed.info/sct","environment"
"771538003","Product containing technetium (99m-Tc) tetrofosmin in parenteral dose form (medicinal product form)","http://snomed.info/sct","medication"
"771606000","Product containing technetium (99m-Tc) sestamibi in parenteral dose form (medicinal product form)","http://snomed.info/sct","medication"
"771928002","Product containing atropine in ocular dose form (medicinal product form)","http://snomed.info/sct","medication"
"772245002","Wool alcohol ","http://snomed.info/sct","environment"
"776025002","Product containing only follitropin alfa and lutropin alfa ","http://snomed.info/sct","biologic"
"776210008","Product containing only human menopausal gonadotropin ","http://snomed.info/sct","biologic"
"777553004","Product containing only sodium chloride ","http://snomed.info/sct","medication"
"784484001","Product containing precisely follitropin alfa 300 unit/1 milliliter conventional release solution for injection (clinical drug)","http://snomed.info/sct","biologic"
"784487008","Product containing precisely follitropin alfa 75 unit/1 vial powder for conventional release solution for injection (clinical drug)","http://snomed.info/sct","biologic"
"442461000124102","Hickory nut ","http://snomed.info/sct","food"
"15158005","Air","http://snomed.info/sct","environment"
"409137002","No known drug allergy ","http://snomed.info/sct","medication"
"428607008","No known environmental allergy ","http://snomed.info/sct","environment"
"429625007","No known food allergy ","http://snomed.info/sct","food"
"716186003","No known allergy ","http://snomed.info/sct","environment"
